#FILE,SEQUENCE,START,END,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_101530_length_354_cov_1.076923,1,207,ptlC,2269-2475/2475,.............==,0/0,8.36,100.000,vfdb,NP_882289
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_101530_length_354_cov_1.076923,215,354,ptlD,1-140/1392,==.............,0/0,10.06,100.000,vfdb,NP_882290
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_10166_length_1961_cov_2.456978,1102,1338,pscR,409-645/654,.........======,0/0,36.24,80.169,vfdb,NP_250384
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_101772_length_353_cov_1.399329,178,339,pvdA,190-351/1332,.===..../......,2/2,12.09,75.460,vfdb,NP_251076
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_10203_length_1958_cov_2.087231,1727,1920,clpV1,2003-2196/2709,...........==..,0/0,7.16,76.804,vfdb,NP_248780
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_102419_length_351_cov_1.402027,1,351,htpB,856-1206/1653,.......=/===...,2/2,21.17,75.000,vfdb,YP_094724
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_104681_length_345_cov_0.989655,1,218,ptlC,1812-2029/2475,..........===..,0/0,8.81,100.000,vfdb,NP_882289
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_10472_length_1918_cov_3.229200,1673,1846,pilJ,1511-1684/2049,...........==..,0/0,8.49,75.287,vfdb,NP_249102
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_104780_length_344_cov_1.965398,1,318,cheA,1047-1364/2244,......====.....,0/0,14.17,76.415,vfdb,YP_109902
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_105341_length_343_cov_1.225694,1,66,bscD,1216-1281/1281,..............=,0/0,5.15,100.000,vfdb,NP_880905
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_105341_length_343_cov_1.225694,107,343,bscE,1-237/300,============...,0/0,79.00,99.156,vfdb,NP_880906
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_105635_length_342_cov_1.439024,22,342,fliG,676-996/996,......../.=====,8/8,31.83,76.923,vfdb,YP_106857
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_106141_length_341_cov_0.751748,1,341,fimD,658-998/1098,........======.,0/0,31.06,97.067,vfdb,NP_880574
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_106970_length_338_cov_1.946996,1,172,ace,1854-2025/2025,.............==,0/0,8.49,100.000,vfdb,NP_814829
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_107036_length_338_cov_1.611307,1,108,tcfA,1-108/1944,=......./......,2/2,5.50,95.413,vfdb,NP_879974
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_108442_length_334_cov_2.139785,72,273,tlpA,1634-1835/2028,............==.,0/0,9.96,78.713,vfdb,NP_206899
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_109298_length_332_cov_1.743682,1,332,cyaB,1263-1594/2139,........====...,0/0,15.52,99.096,vfdb,NP_879579
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_109751_length_331_cov_1.550725,1,331,bplG,205-535/594,.....=========.,0/0,55.72,98.489,vfdb,NP_878989
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_109867_length_331_cov_1.297101,1,331,prn,440-770/2733,..===..........,0/0,12.11,93.656,vfdb,NP_879839
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_109946_length_331_cov_1.039855,16,276,bplB,316-576/576,........=======,0/0,45.31,100.000,vfdb,NP_878994
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_110490_length_329_cov_1.802920,144,290,bplC,442-588/1101,.....===/......,5/10,12.90,76.316,vfdb,NP_878993
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_110704_length_329_cov_1.164234,1,149,fliN,332-480/498,..........=====,0/0,29.92,85.235,vfdb,YP_106653
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_111055_length_328_cov_1.175824,222,326,manC,1312-1416/1428,.............==,0/0,7.35,81.905,vfdb,YP_109405
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_111137_length_328_cov_0.673993,1,109,ptlD,1284-1392/1392,.............==,0/0,7.83,100.000,vfdb,NP_882290
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_111137_length_328_cov_0.673993,106,291,ptlI,1-186/186,===============,0/0,100.00,99.462,vfdb,NP_882291
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_111137_length_328_cov_0.673993,270,328,ptlE,1-59/702,==.............,0/0,8.40,100.000,vfdb,NP_882292
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_111741_length_326_cov_1.527675,1,194,bcrH2,269-462/462,........=======,0/0,41.99,97.423,vfdb,NP_880894
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_111741_length_326_cov_1.527675,199,326,bcr4,1-128/522,====...........,0/0,24.52,98.438,vfdb,NP_880893
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_111883_length_326_cov_1.169742,1,326,bplL,381-706/1875,...===.........,0/0,17.39,98.466,vfdb,NP_878986
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_112210_length_325_cov_1.362963,17,92,fliM,1-76/999,==.............,0/0,7.61,89.474,vfdb,YP_106652
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_112210_length_325_cov_1.362963,162,325,fliL,376-539/543,......../.=====,2/4,29.83,78.313,vfdb,YP_106651
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_11266_length_1816_cov_2.166383,503,626,ppkA,500-623/3099,..==...........,0/0,4.00,78.226,vfdb,NP_248764
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_114201_length_320_cov_1.716981,79,320,fliP,128-369/762,..======.......,0/0,31.76,78.099,vfdb,YP_106655
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_114564_length_319_cov_1.916667,1,168,pilT,1-168/1035,===...../......,2/4,16.04,76.471,vfdb,NP_249086
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_114821_length_319_cov_1.159091,1,232,tcfA,435-666/1944,...===.........,0/0,11.93,89.655,vfdb,NP_879974
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_115233_length_318_cov_1.106464,119,246,cgs,1723-1850/8604,...=...........,0/0,1.49,77.344,vfdb,NP_540754
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_11550_length_1785_cov_2.421965,1085,1230,tlpC,1660-1805/2022,............==.,0/0,7.22,77.397,vfdb,NP_206882
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_115864_length_316_cov_1.762452,1,127,bplE,1134-1260/1260,.............==,0/0,10.08,100.000,vfdb,NP_878991
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_115864_length_316_cov_1.762452,145,316,bplF,1-172/1233,===............,0/0,13.95,100.000,vfdb,NP_878990
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_116360_length_315_cov_1.530769,146,315,fhaB,1-170/10773,=..............,0/0,1.58,97.647,vfdb,NP_880571
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_117121_length_313_cov_2.294574,41,290,algW,531-780/1170,......=====....,0/0,21.37,78.800,vfdb,NP_253136
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_117842_length_312_cov_1.077821,1,307,fliI,728-1034/1572,......==/==....,5/8,19.27,75.884,vfdb,YP_106855
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_117868_length_312_cov_1.070039,3,273,cheW,47-317/528,.=========.....,0/0,51.33,87.823,vfdb,YP_109901
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_118409_length_310_cov_2.211765,5,287,mucD,495-783/1425,....====/......,2/8,19.79,77.586,vfdb,NP_249457
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_11870_length_1750_cov_2.735693,1068,1196,tlpC,1659-1787/2022,............==.,0/0,6.38,83.721,vfdb,NP_206882
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_118858_length_309_cov_2.173228,1,309,EF3023,1527-1835/4119,.....==........,0/0,7.50,100.000,vfdb,NP_816637
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_119381_length_308_cov_1.707510,3,284,mucD,496-783/1425,....====/......,5/10,19.65,77.241,vfdb,NP_249457
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_119654_length_308_cov_1.055336,1,308,dnt,745-1052/4395,..==...........,0/0,7.01,99.675,vfdb,NP_881965
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_120110_length_307_cov_0.912698,1,307,fhaB,4133-4439/10773,.....==........,0/0,2.85,94.463,vfdb,NP_880571
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_120764_length_305_cov_1.420000,40,264,pvdL,4388-4612/13029,....=.../......,4/8,1.70,76.419,vfdb,NP_251114
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_120921_length_305_cov_0.920000,3,254,fim2,85-336/633,.=======/......,2/6,39.34,78.824,vfdb,NP_879898
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_121530_length_303_cov_1.701613,7,281,bcrD,235-509/2100,.===...........,0/0,13.10,78.909,vfdb,NP_880904
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_12187_length_1715_cov_2.315663,469,608,cheV3,602-741/1302,......===......,0/0,10.75,75.714,vfdb,NP_207394
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_12191_length_1715_cov_1.854217,1570,1705,tlpA,1657-1792/2028,............==.,0/0,6.71,81.618,vfdb,NP_206899
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_122235_length_302_cov_1.182186,1,302,fhaB,444-745/10773,==.............,0/0,2.80,98.013,vfdb,NP_880571
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_12248_length_1710_cov_2.248338,1,264,fsrB,466-729/729,.........======,0/0,36.21,99.621,vfdb,NP_815518
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_12248_length_1710_cov_2.248338,261,1604,fsrC,1-1344/1344,===============,0/0,100.00,99.182,vfdb,NP_815517
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_122787_length_301_cov_0.934959,2,146,psaA,83-230/930,.===..../......,1/3,15.59,76.351,vfdb,NP_346089
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_123320_length_299_cov_3.016393,46,230,htpB,730-914/1653,......===......,0/0,11.19,75.676,vfdb,YP_094724
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_1236_length_10242_cov_5.337391,1779,1997,acpXL,1-219/237,==============.,0/0,92.41,75.799,vfdb,NP_540392
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_123822_length_299_cov_0.704918,11,293,htpB,10-292/1653,===...../......,6/8,16.88,75.261,vfdb,YP_094724
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_124158_length_298_cov_1.201646,75,176,pilJ,1539-1640/2049,...........==..,0/0,4.98,83.333,vfdb,NP_249102
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_124236_length_298_cov_1.074074,1,297,cyaD,542-838/1323,......====.....,0/0,22.45,98.653,vfdb,NP_879580
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_124516_length_297_cov_1.516529,1,297,ptlC,475-771/2475,..===..........,0/0,12.00,98.990,vfdb,NP_882289
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_124737_length_297_cov_0.962810,1,295,tcfA,1018-1312/1944,.......====....,0/0,15.17,78.644,vfdb,NP_879974
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_124777_length_297_cov_0.801653,139,297,htpB,1075-1233/1653,.........===...,0/0,9.62,76.101,vfdb,YP_094724
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_1252_length_10106_cov_3.432096,3215,3327,tlpA,1669-1781/2028,............==.,0/0,5.57,81.416,vfdb,NP_206899
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_125377_length_295_cov_1.916667,1,295,fss2,1144-1438/4956,...==..........,0/0,5.95,98.305,vfdb,NP_816151
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_125460_length_295_cov_1.537500,2,169,tsr,990-1157/2022,......==/=.....,2/2,8.26,76.331,vfdb,YP_109900
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_125589_length_295_cov_1.279167,18,246,fliA,46-274/732,======.........,0/0,31.28,79.039,vfdb,YP_109887
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_125767_length_294_cov_3.054393,1,294,fhaB,7937-8230/10773,...........=...,0/0,2.73,93.537,vfdb,NP_880571
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_1261_length_10083_cov_3.821998,5029,5159,cheV3,595-725/1302,......===......,0/0,10.06,78.626,vfdb,NP_207394
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_126627_length_293_cov_1.084034,185,291,phoR,727-833/1458,.......==......,0/0,7.34,80.374,vfdb,NP_215272
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_127465_length_291_cov_1.309322,32,251,flgI,973-1192/1194,............===,0/0,18.43,76.364,vfdb,YP_106904
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_127467_length_291_cov_1.300847,27,261,flgC,186-420/426,......==/======,2/6,54.46,77.311,vfdb,YP_106898
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_129359_length_287_cov_1.387931,17,285,bplF,550-818/1233,......====.....,0/0,21.82,78.810,vfdb,NP_878990
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_129511_length_287_cov_1.125000,1,255,cheB,15-269/1104,====...........,0/0,23.10,86.667,vfdb,YP_109897
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_129874_length_286_cov_1.329004,1,286,fimA,147-423/444,....====/======,1/9,62.39,92.657,vfdb,
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_130000_length_286_cov_0.995671,1,286,fimC,1509-1794/2622,........===....,0/0,10.91,98.951,vfdb,NP_880573
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_130278_length_285_cov_1.565217,1,285,flhA,1130-1414/2103,........===....,0/0,13.55,89.123,vfdb,YP_109890
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_130854_length_284_cov_1.406114,50,284,katA,56-290/1515,===............,0/0,15.51,75.319,vfdb,NP_273273
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_13209_length_1623_cov_2.568240,1,502,fss2,1-502/4956,==.............,0/0,10.13,99.801,vfdb,NP_816151
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_13240_length_1621_cov_1.899745,1258,1619,fsrA,1-362/732,========.......,0/0,49.45,98.895,vfdb,NP_815519
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_13269_length_1618_cov_2.354447,258,712,clpC,1513-1967/2463,......../====..,2/2,18.43,75.219,vfdb,NP_463763
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_133032_length_280_cov_1.133333,1,147,clpV1,510-656/2709,..==...........,0/0,5.43,82.993,vfdb,NP_248780
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_133305_length_279_cov_1.776786,1,279,brkA,2275-2553/3033,...........==..,0/0,9.20,100.000,vfdb,NP_882013
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_133534_length_279_cov_1.232143,17,279,icl,869-1131/1287,..........====.,0/0,20.44,79.468,vfdb,YP_177728
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_135301_length_275_cov_1.863636,1,273,fhaB,7395-7667/10773,..........=....,0/0,2.53,91.941,vfdb,NP_880571
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_135537_length_275_cov_1.250000,1,275,bplA,703-977/1053,..........====.,0/0,26.12,100.000,vfdb,NP_878995
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_13553_length_1593_cov_2.328999,741,1593,fss1,5112-5964/5964,............===,0/0,14.30,98.945,vfdb,NP_813892
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_135597_length_275_cov_1.090909,1,170,bplE,1-170/1260,===............,0/0,13.49,100.000,vfdb,NP_878991
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_135597_length_275_cov_1.090909,194,275,bplD,1008-1089/1089,.............==,0/0,7.53,100.000,vfdb,NP_878992
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_135782_length_274_cov_2.100457,1,274,fsrB,199-472/729,....======.....,0/0,37.59,99.270,vfdb,NP_815518
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_135816_length_274_cov_1.890411,7,144,clpC,1843-1980/2463,...........==..,0/0,5.60,76.812,vfdb,NP_463763
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_136018_length_274_cov_1.401826,1,274,cyaA,2055-2328/5121,......=........,0/0,5.35,98.540,vfdb,NP_879578
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_136635_length_273_cov_1.252294,1,273,bopN,30-302/1098,=====..........,0/0,24.86,100.000,vfdb,NP_880900
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_137644_length_271_cov_1.277778,1,264,icl,82-345/1287,====..../......,4/8,20.20,75.746,vfdb,YP_177728
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_137757_length_271_cov_1.060185,6,271,clpV1,2235-2500/2709,......../...==.,2/2,9.78,79.401,vfdb,NP_248780
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_138130_length_270_cov_1.283721,1,230,cheW,142-365/528,...=====/==....,2/6,42.42,81.304,vfdb,YP_109901
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_139196_length_268_cov_1.511737,3,268,flhA,66-331/2103,===...../......,2/2,12.60,79.401,vfdb,YP_109890
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_139340_length_268_cov_1.286385,112,264,clpV1,2491-2643/2709,.............==,0/0,5.65,83.007,vfdb,NP_248780
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_139665_length_267_cov_1.735849,1,267,bcrH1,20-286/486,=========......,0/0,54.94,97.753,vfdb,NP_880897
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_140035_length_267_cov_0.853774,9,129,relA,2243-2363/2373,..............=,0/0,5.10,80.992,vfdb,NP_217099
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_140037_length_267_cov_0.849057,1,267,bplC,791-1057/1101,..........=====,0/0,24.25,100.000,vfdb,NP_878993
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_140476_length_266_cov_1.090047,1,266,bopD,268-533/942,....=====......,0/0,28.24,97.368,vfdb,NP_880896
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_140_length_45577_cov_5.287443,44469,44837,cheY,1-369/390,========/======,2/2,94.36,76.486,vfdb,YP_001006774
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_141082_length_265_cov_0.861905,1,265,cyaA,4390-4654/5121,............==.,0/0,5.17,96.981,vfdb,NP_879578
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_142097_length_263_cov_1.062500,70,263,ptlB,1-194/315,==========.....,0/0,61.59,99.485,vfdb,NP_882288
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_142145_length_263_cov_0.923077,67,263,fliG,800-996/996,............===,0/0,19.78,89.340,vfdb,YP_106857
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_143171_length_261_cov_1.116505,1,261,fimC,1230-1490/2622,.......==......,0/0,9.95,96.935,vfdb,NP_880573
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_143274_length_261_cov_0.893204,5,150,gmd,424-569/1089,.....===.......,0/0,13.41,76.027,vfdb,NP_540330
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_143456_length_260_cov_1.595122,1,260,bscN,845-1104/1335,.........====..,0/0,19.48,98.462,vfdb,NP_880888
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_143654_length_260_cov_1.121951,118,260,cheA,1-143/2244,=..............,0/0,6.37,81.119,vfdb,YP_109902
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_143756_length_260_cov_0.926829,146,230,motB,48-132/1044,==.............,0/0,8.14,85.882,vfdb,NP_253640
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_144174_length_259_cov_1.279412,1,229,bscO,282-510/510,........=======,0/0,44.90,97.817,vfdb,NP_880887
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_144660_length_258_cov_1.458128,1,258,bscK,261-518/663,.....=======...,0/0,38.91,98.450,vfdb,NP_880890
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_145399_length_257_cov_1.138614,88,257,acpXL,1-170/237,===========....,0/0,71.73,81.765,vfdb,NP_540392
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_145417_length_257_cov_1.133663,1,257,cyaA,4082-4338/5121,...........==..,0/0,5.02,96.498,vfdb,NP_879578
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_145426_length_257_cov_1.118812,1,257,bscL,125-381/639,..=======......,0/0,40.22,98.444,vfdb,NP_880889
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_145851_length_256_cov_1.368159,1,256,fhaC,775-1030/1755,......===......,0/0,14.59,98.438,vfdb,NP_880575
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_145854_length_256_cov_1.358209,1,256,btrU/bspR,291-546/699,......======...,0/0,36.62,97.656,vfdb,NP_880877
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_146513_length_255_cov_1.125000,1,254,bscK,1-254/663,======.........,0/0,38.31,97.638,vfdb,NP_880890
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_146833_length_254_cov_1.618090,1,254,cyaA,4651-4904/5121,.............==,0/0,4.96,96.850,vfdb,NP_879578
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_147411_length_253_cov_1.611111,18,247,phzE1,526-755/1884,...===../......,2/4,12.10,75.862,vfdb,NP_252903
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_147771_length_253_cov_0.914141,1,253,bplH,859-1111/1173,..........=====,0/0,21.57,99.209,vfdb,NP_878988
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_148092_length_252_cov_1.385787,52,251,hsiC1/vipB,85-284/1497,===...../......,2/2,13.29,76.617,vfdb,NP_248774
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_1481_length_8915_cov_4.135553,6883,7005,tsr,1087-1209/2022,........=......,0/0,6.08,78.862,vfdb,YP_109900
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_14834_length_1492_cov_2.329854,20,788,icl,444-1209/1287,....====/======,8/13,59.13,75.840,vfdb,YP_177728
/tmp/SRR606249_subset10_1_reads_trim2.metaspades.contigs.fa,NODE_148351_length_252_cov_0.928934,1,103,fhaC,1650-1755/1755,......../.....=,1/3,5.87,95.283,vfdb,NP_880575
