#FILE,SEQUENCE,START,END,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_25493,1,133,tsr,1076-1208/2022,.......==......,0/0,6.58,77.444,vfdb,YP_109900
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_25774,784,860,ebpA,1-77/3312,=..............,0/0,2.32,100.000,vfdb,NP_814821
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_25937,1,208,tlpA,1659-1866/2028,............==.,0/0,10.26,75.000,vfdb,NP_206899
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_2639,1,661,EF3023,91-751/4119,===............,0/0,16.05,99.697,vfdb,NP_816637
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_26422,1153,1294,tlpC,1646-1787/2022,............==.,0/0,7.02,78.873,vfdb,NP_206882
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_26436,751,913,tsr,1076-1238/2022,.......===.....,0/0,8.06,75.460,vfdb,YP_109900
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_2691,37,231,pscR,421-612/654,......../.=====,3/5,29.20,78.571,vfdb,NP_250384
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_27117,1,464,cyaB,1270-1733/2139,........=====..,0/0,21.69,99.138,vfdb,NP_879579
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_27144,361,510,hasC,9-158/915,===............,0/0,16.39,75.333,vfdb,NP_270109
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_28031,1,246,fsrB,484-729/729,.........======,0/0,33.74,99.593,vfdb,NP_815518
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_28031,243,1586,fsrC,1-1344/1344,===============,0/0,100.00,99.182,vfdb,NP_815517
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_28415,1,891,cyaB,360-1250/2139,..=======......,0/0,41.65,97.306,vfdb,NP_879579
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_30806,79,425,flhA,76-422/2103,====...........,0/0,16.50,77.522,vfdb,YP_109890
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_31292,69,203,pvdI,2548-2679/15450,..=...../......,2/3,0.85,80.000,vfdb,NP_251092
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_3132,1,508,bplL,1326-1833/1875,..........=====,0/0,27.09,98.622,vfdb,NP_878986
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_33804,1,527,EF3023,3593-4119/4119,.............==,0/0,12.79,100.000,vfdb,NP_816637
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_34398,7341,8047,clpV1,586-1292/2709,...====./......,4/8,25.95,75.387,vfdb,NP_248780
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_34542,873,1036,tlpC,1627-1790/2022,............==.,0/0,8.11,76.829,vfdb,NP_206882
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_35092,515,759,fliY,607-851/864,..........=====,0/0,28.36,75.510,vfdb,NP_207820
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_35529,1390,1551,fliP,258-419/462,........======.,0/0,35.06,75.309,vfdb,NP_207479
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_3635,1,471,mucD,307-783/1425,...=====/......,2/8,32.98,75.314,vfdb,NP_249457
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_37084,1,299,bplI,1-299/705,=======........,0/0,42.41,100.000,vfdb,NP_878987
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_37274,5,136,pvdI,15195-15326/15450,......../.....=,2/2,0.85,77.444,vfdb,NP_251092
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_37689,675,864,tssH-5/clpV,2181-2370/3039,..........==...,0/0,6.25,75.263,vfdb,YP_111509
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_39278,1,1668,fss1,3432-5099/5964,........=====..,0/0,27.97,97.902,vfdb,NP_813892
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_39748,236,690,clpC,1513-1967/2463,......../====..,2/2,18.43,75.219,vfdb,NP_463763
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_40448,1,234,bscE,1-234/300,============...,0/0,78.00,99.145,vfdb,NP_880906
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_40916,1,447,ptlC,781-1227/2475,....====.......,0/0,18.06,99.776,vfdb,NP_882289
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_41235,47,151,ccmF,681-785/1953,.....==........,0/0,5.38,81.905,vfdb,YP_094896
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_41250,1,404,fhaB,6116-6519/10773,........==.....,0/0,3.75,94.802,vfdb,NP_880571
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_41383,99,488,bplG,205-594/594,.....==========,0/0,65.66,98.718,vfdb,NP_878989
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_42891,132,501,gelE,1-370/1533,====...........,0/0,24.14,98.919,vfdb,NP_815516
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_43168,12,400,cheA,709-1097/2310,....===./......,2/2,16.80,75.385,vfdb,YP_002343725
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_43240,2484,2585,acfB,1393-1494/1881,...........=...,0/0,5.42,82.353,vfdb,NP_230488
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_43471,75,638,ptxB,118-681/681,..=============,0/0,82.82,97.518,vfdb,NP_882283
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_44142,4997,5127,cheV3,595-725/1302,......===......,0/0,10.06,78.626,vfdb,NP_207394
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_44298,1,390,dnt,2515-2904/4395,........==.....,0/0,8.87,99.231,vfdb,NP_881965
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_4540,92,246,pilJ,1036-1190/2049,.......=/=.....,2/2,7.52,77.564,vfdb,NP_249102
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_45634,2,262,fhaB,9769-10023/10773,......../....==,1/6,2.37,90.421,vfdb,NP_880571
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_46062,1,778,cyaA,3131-3908/5121,......../===...,2/4,15.15,95.897,vfdb,NP_879578
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_46851,28,359,hcp1,70-404/489,..======/====..,3/5,67.69,77.083,vfdb,NP_248775
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_46945,1,354,bapC,2383-2736/2982,...........===.,0/0,11.87,98.023,vfdb,
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_47153,10,159,pilJ,1491-1640/2049,..........===..,0/0,7.32,75.333,vfdb,NP_249102
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_47358,94,321,pchF,2559-2783/5430,......==/......,2/5,4.13,75.109,vfdb,NP_252915
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_47662,116,282,algU,379-545/582,......../.=====,2/2,28.52,75.000,vfdb,NP_249453
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_47677,156,334,cps4K,401-579/1230,....====.......,0/0,14.55,77.654,vfdb,NP_344892
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_47767,1,775,hsiC1/vipB,723-1497/1497,.......========,0/0,51.77,85.290,vfdb,NP_248774
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_47942,170,729,fim2,79-632/633,.=======/======,3/8,87.36,78.075,vfdb,NP_879898
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_48221,33,352,fliP,436-755/762,........=======,0/0,41.99,77.500,vfdb,YP_106655
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_48305,1,228,bcr4,1-228/522,=======........,0/0,43.68,98.246,vfdb,NP_880893
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_48305,233,426,bcrH2,269-462/462,........=======,0/0,41.99,97.423,vfdb,NP_880894
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_48376,1958,2102,algW,641-785/1170,........===....,0/0,12.39,76.552,vfdb,NP_253136
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_48487,315,425,bplL,1-111/1875,=..............,0/0,5.92,100.000,vfdb,NP_878986
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_48536,1,143,fsrB,1-143/729,===............,0/0,19.62,99.301,vfdb,NP_815518
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_48536,232,315,fsrA,649-732/732,.............==,0/0,11.48,98.810,vfdb,NP_815519
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_48546,1121,1622,fss2,1-502/4956,==.............,0/0,10.13,99.801,vfdb,NP_816151
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_49844,880,1003,ppkA,500-623/3099,..==...........,0/0,4.00,78.226,vfdb,NP_248764
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_4989,78,480,cyaA,1-403/5121,==.............,0/0,7.87,100.000,vfdb,NP_879578
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_50172,13,104,algW,644-735/1170,........==.....,0/0,7.86,84.783,vfdb,NP_253136
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_50314,718,1533,cpsA,1-816/816,===============,0/0,100.00,99.755,vfdb,NP_816141
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_50314,1530,2330,cpsB,1-801/801,===============,0/0,100.00,99.001,vfdb,NP_816140
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_50499,894,1042,bplC,458-606/1101,.....===/......,4/8,13.17,78.431,vfdb,NP_878993
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_51323,3,363,fliI,700-1060/1572,......==/==....,2/2,22.90,85.635,vfdb,YP_106855
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_51641,312,874,clpP,1-563/597,===============,0/0,94.30,79.218,vfdb,NP_465991
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_51934,1,274,ptlH,747-1020/1020,..........=====,0/0,26.86,100.000,vfdb,NP_882295
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_52368,71,285,icmF1/tssM1,889-1103/3306,...==.../......,2/2,6.47,75.000,vfdb,NP_248767
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_52375,66,341,fleQ,508-783/1473,....====/......,2/4,18.60,75.899,vfdb,NP_249788
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_52544,1,487,fhaC,1046-1532/1755,........======.,0/0,27.75,96.715,vfdb,NP_880575
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_53095,1,636,ptlC,93-728/2475,=====..........,0/0,25.70,99.214,vfdb,NP_882289
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_55414,131,471,bplI,365-705/705,.......========,0/0,48.37,99.413,vfdb,NP_878987
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_56271,1,337,gelE,710-1046/1533,......=====....,0/0,21.98,98.220,vfdb,NP_815516
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_56443,254,483,cheB,793-1022/1104,......../..===.,2/2,20.74,76.190,vfdb,YP_109897
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_57705,1,257,fim3,371-615/615,......../======,2/12,39.84,90.272,vfdb,NP_880302
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_58312,1,57,bscT,745-801/801,.............==,0/0,7.12,98.246,vfdb,NP_880882
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_58312,54,423,bscU,1-370/1050,======.........,0/0,35.24,98.919,vfdb,NP_880881
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_58348,25,491,cyaA,2508-2974/5121,.......==......,0/0,9.12,98.715,vfdb,NP_879578
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_58451,406,555,tsr,1099-1248/2022,........==.....,0/0,7.42,76.667,vfdb,YP_109900
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_59636,1,498,fliI,797-1282/1572,.......=/====..,2/12,30.92,80.723,vfdb,YP_106855
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_60213,1,484,ptlG,642-1125/1125,........=======,0/0,43.02,100.000,vfdb,NP_882294
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_60213,477,643,ptlH,1-167/1020,===............,0/0,16.37,100.000,vfdb,NP_882295
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_60219,43,327,tsr,855-1139/2022,.....===/......,2/2,14.05,77.622,vfdb,YP_109900
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_61331,1,465,bcrD,1636-2100/2100,...........====,0/0,22.14,98.710,vfdb,NP_880904
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_6190,11,364,pilU,622-975/1149,........=====..,0/0,30.81,77.684,vfdb,NP_249087
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_62062,1,1307,fss2,1986-3292/4956,......====.....,0/0,26.37,97.858,vfdb,NP_816151
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_62175,1098,1256,bplC,172-330/1101,..===.../......,2/2,14.35,75.625,vfdb,NP_878993
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_63264,1,419,ebpA,2000-2418/3312,.........==....,0/0,12.65,99.045,vfdb,NP_814821
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_63299,485,661,tlpC,1642-1818/2022,............==.,0/0,8.75,79.096,vfdb,NP_206882
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_63844,48,221,pilJ,1511-1684/2049,...........==..,0/0,8.49,75.287,vfdb,NP_249102
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_6460,7,325,cdpA,870-1188/1743,.......====....,0/0,18.30,83.072,vfdb,YP_107884
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_64833,1,975,ace,209-1183/2025,.========......,0/0,48.15,98.872,vfdb,NP_814829
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_65611,1,551,bscN,1-551/1335,=======........,0/0,41.27,98.004,vfdb,NP_880888
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_65611,556,658,bscL,537-639/639,............===,0/0,16.12,100.000,vfdb,NP_880889
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_66327,110,303,luxS,1-194/519,======.........,0/0,37.38,76.289,vfdb,NP_230208
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_66363,1,459,fhaB,3347-3805/10773,....==.........,0/0,4.26,96.078,vfdb,NP_880571
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_66402,1,554,EF3023,784-1337/4119,..===..........,0/0,13.45,99.097,vfdb,NP_816637
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_66427,468,593,fhaB,10648-10773/10773,..............=,0/0,1.17,99.206,vfdb,NP_880571
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_67338,135,314,tlpA,1657-1836/2028,............==.,0/0,8.88,78.333,vfdb,NP_206899
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_67601,1,436,fhaC,263-698/1755,..====.........,0/0,24.84,97.936,vfdb,NP_880575
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_67698,1,443,dnt,1-443/4395,==.............,0/0,10.08,99.549,vfdb,NP_881965
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_68954,1,1694,fss1,1745-3438/5964,....=====......,0/0,28.40,98.996,vfdb,NP_813892
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_68962,1,1650,EF0818,123-1772/3015,=========......,0/0,54.73,98.970,vfdb,NP_814561
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_69341,41,307,bscF,1-267/267,===============,0/0,100.00,97.753,vfdb,NP_880907
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_69392,829,1016,tlpC,1621-1808/2022,............==.,0/0,9.30,78.723,vfdb,NP_206882
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_69421,577,907,fss2,4626-4956/4956,..............=,0/0,6.68,97.583,vfdb,NP_816151
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_70814,1043,1171,tlpC,1659-1787/2022,............==.,0/0,6.38,83.721,vfdb,NP_206882
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_71119,260,321,brkB,830-891/891,.............==,0/0,6.96,100.000,vfdb,NP_882012
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_71531,1072,1217,tlpC,1660-1805/2022,............==.,0/0,7.22,77.397,vfdb,NP_206882
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_71810,1,736,efaA,1-736/927,============...,0/0,79.40,99.457,vfdb,NP_815739
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_71989,1,837,ebpA,2476-3312/3312,...........====,0/0,25.27,99.164,vfdb,NP_814821
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_71989,841,1280,ebpB,1-440/1431,=====..........,0/0,30.75,99.545,vfdb,NP_814822
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_73467,1473,1619,pilJ,1508-1654/2049,......../..==..,2/2,7.13,77.027,vfdb,NP_249102
