#FILE,SEQUENCE,START,END,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_24211,1,502,dnt,1712-2213/4395,.....===.......,0/0,11.42,100.000,vfdb,NP_881965
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_24278,515,759,fliY,607-851/864,..........=====,0/0,28.36,75.510,vfdb,NP_207820
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_24368,1390,1551,fliP,258-419/462,........======.,0/0,35.06,75.309,vfdb,NP_207479
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_24726,110,303,luxS,1-194/519,======.........,0/0,37.38,76.289,vfdb,NP_230208
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_259,1,57,bscT,745-801/801,.............==,0/0,7.12,98.246,vfdb,NP_880882
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_259,54,423,bscU,1-370/1050,======.........,0/0,35.24,98.919,vfdb,NP_880881
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_2591,1,143,fsrB,1-143/729,===............,0/0,19.62,99.301,vfdb,NP_815518
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_2591,232,315,fsrA,649-732/732,.............==,0/0,11.48,98.810,vfdb,NP_815519
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_26845,1,109,EF0818,2907-3015/3015,..............=,0/0,3.62,100.000,vfdb,NP_814561
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_27289,20,487,cheA,1185-1652/2244,.......=/===...,2/6,20.72,80.467,vfdb,YP_109902
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_28340,698,1413,fss1,5249-5964/5964,.............==,0/0,12.01,98.883,vfdb,NP_813892
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_2864,406,555,tsr,1099-1248/2022,........==.....,0/0,7.42,76.667,vfdb,YP_109900
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_2898,11,117,pilJ,1534-1640/2049,...........==..,0/0,5.22,80.374,vfdb,NP_249102
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_29137,1,352,cyaA,3592-3943/5121,......../.==...,2/4,6.83,94.068,vfdb,NP_879578
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_29255,1,1001,EF0818,772-1772/3015,...======......,0/0,33.20,99.500,vfdb,NP_814561
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_29687,1,1085,EF0818,1823-2907/3015,.........======,0/0,35.99,99.631,vfdb,NP_814561
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_30150,132,501,gelE,1-370/1533,====...........,0/0,24.14,98.919,vfdb,NP_815516
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_30394,260,317,brkB,834-891/891,..............=,0/0,6.51,100.000,vfdb,NP_882012
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_30965,1,759,fss2,2559-3317/4956,.......====....,0/0,15.31,97.497,vfdb,NP_816151
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_31604,113,307,pscR,421-612/654,......../.=====,3/5,29.20,78.571,vfdb,NP_250384
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_31933,980,1126,pilJ,1508-1654/2049,......../..==..,2/2,7.13,77.027,vfdb,NP_249102
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_3268,1,478,EF3023,2073-2550/4119,.......===.....,0/0,11.60,100.000,vfdb,NP_816637
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_32993,1,509,cyaA,3072-3580/5121,........===....,0/0,9.94,97.250,vfdb,NP_879578
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_33730,236,690,clpC,1513-1967/2463,......../====..,2/2,18.43,75.219,vfdb,NP_463763
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_33953,1,316,fhaB,7962-8277/10773,...........=...,0/0,2.93,93.038,vfdb,NP_880571
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_34044,1,434,ptlC,786-1219/2475,....====.......,0/0,17.54,99.770,vfdb,NP_882289
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_34396,66,550,srtC,371-855/855,......=========,0/0,56.73,98.969,vfdb,NP_814824
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_34483,170,302,katB,1214-1346/2196,........==.....,0/0,6.06,76.692,vfdb,YP_096397
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_34700,37,303,bscF,1-267/267,===============,0/0,100.00,97.753,vfdb,NP_880907
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_3586,272,399,fleN,52-179/843,====...........,0/0,15.18,79.688,vfdb,NP_250145
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_36487,47,151,ccmF,681-785/1953,.....==........,0/0,5.38,81.905,vfdb,YP_094896
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_36849,51,643,bcrD,205-797/2100,.=====.........,0/0,28.24,75.885,vfdb,NP_880904
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_38281,1,337,srtC,1-337/855,======.........,0/0,39.42,100.000,vfdb,NP_814824
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_38281,431,2314,ebpC,1-1878/1878,========/======,1/6,100.00,98.992,vfdb,NP_814823
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_38281,2311,3254,ebpB,488-1431/1431,.....==========,0/0,65.97,98.941,vfdb,NP_814822
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_39225,67911,68049,xcpA/pilD,586-722/873,......../.===..,3/6,15.46,78.723,vfdb,NP_253218
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_39311,91,305,pilJ,1504-1718/2049,......../..==..,2/2,10.44,75.463,vfdb,NP_249102
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_39990,2,156,htpB,1097-1251/1653,.........===...,0/0,9.38,75.484,vfdb,YP_094724
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_40036,1,493,fss2,4108-4600/4956,............==.,0/0,9.95,99.189,vfdb,NP_816151
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_4066,1,326,gelE,710-1035/1533,......=====....,0/0,21.27,98.160,vfdb,NP_815516
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_41916,1153,1294,tlpC,1646-1787/2022,............==.,0/0,7.02,78.169,vfdb,NP_206882
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_42067,219,362,fleQ,535-678/1473,.....==........,0/0,9.78,75.000,vfdb,NP_249788
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_42268,1,1060,ebpA,735-1794/3312,...======......,0/0,32.00,99.245,vfdb,NP_814821
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_42412,1,527,EF3023,3593-4119/4119,.............==,0/0,12.79,100.000,vfdb,NP_816637
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_43184,3,311,vgrG1a,1095-1403/1932,........===....,0/0,15.99,79.612,vfdb,NP_248781
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_43970,1,481,ptlC,1215-1695/2475,.......====....,0/0,19.43,99.792,vfdb,NP_882289
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_44427,2484,2585,acfB,1393-1494/1881,...........=...,0/0,5.42,82.353,vfdb,NP_230488
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_4524,19,156,tsr,1108-1245/2022,........==.....,0/0,6.82,75.362,vfdb,YP_109900
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_4562,98,291,flhA,454-647/2175,..===.../......,4/6,8.78,75.127,vfdb,NP_282036
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_45732,1,1389,fss1,1733-3121/5964,....====.......,0/0,23.29,99.208,vfdb,NP_813892
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_46210,1,1668,fss1,3432-5099/5964,........=====..,0/0,27.97,97.902,vfdb,NP_813892
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_47346,286,454,tlpA,1658-1826/2028,............==.,0/0,8.33,77.515,vfdb,NP_206899
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_48674,1,478,fss1,409-886/5964,.==............,0/0,8.01,98.745,vfdb,NP_813892
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_50911,1,319,flhA,76-394/2103,===............,0/0,15.17,77.116,vfdb,YP_109890
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_51335,1,403,bcrD,1190-1592/2100,........====...,0/0,19.19,98.511,vfdb,NP_880904
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_5250,1073,1246,pilJ,1511-1684/2049,...........==..,0/0,8.49,75.287,vfdb,NP_249102
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_5252,143,258,pilJ,1525-1640/2049,...........==..,0/0,5.66,79.310,vfdb,NP_249102
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_52999,6,581,fss2,555-1130/4956,.===...........,0/0,11.62,97.049,vfdb,NP_816151
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_53363,33,352,fliP,436-755/762,........=======,0/0,41.99,77.500,vfdb,YP_106655
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_53490,26,211,pchF,1954-2139/5430,.....=.........,0/0,3.43,77.419,vfdb,NP_252915
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_53705,622,858,pscR,409-645/654,.........======,0/0,36.24,80.169,vfdb,NP_250384
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_54288,215,352,clpC,1843-1980/2463,...........==..,0/0,5.60,76.812,vfdb,NP_463763
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_54793,1,323,fhaB,3347-3669/10773,....==.........,0/0,3.00,97.214,vfdb,NP_880571
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_55841,1,453,hsiC1/vipB,723-1175/1497,.......=====...,0/0,30.26,87.859,vfdb,NP_248774
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_56084,430,705,algA,1125-1400/1446,......../..====,3/6,18.88,75.269,vfdb,NP_252241
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_57730,16216,16343,motB,541-668/1245,......===......,0/0,10.28,78.125,vfdb,YP_001006781
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_59014,131,458,bplI,378-705/705,........=======,0/0,46.52,99.390,vfdb,NP_878987
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_59441,1,454,bscN,1-454/1335,======.........,0/0,34.01,98.018,vfdb,NP_880888
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_59441,459,561,bscL,537-639/639,............===,0/0,16.12,100.000,vfdb,NP_880889
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_61560,1,723,fhaB,5404-6096/10773,.......=/......,3/54,6.32,84.354,vfdb,NP_880571
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_61694,213,319,pilJ,1534-1640/2049,...........==..,0/0,5.22,80.374,vfdb,NP_249102
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_62284,577,907,fss2,4626-4956/4956,..............=,0/0,6.68,97.583,vfdb,NP_816151
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_6300,1,1232,ace,209-1440/2025,.==========....,0/0,60.84,97.078,vfdb,NP_814829
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_63168,1,246,fsrB,484-729/729,.........======,0/0,33.74,99.593,vfdb,NP_815518
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_63168,243,1586,fsrC,1-1344/1344,===============,0/0,100.00,99.182,vfdb,NP_815517
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_63307,1,740,bopD,200-939/1011,..============.,0/0,73.19,99.189,vfdb,NP_814691
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_63875,1,128,bcr4,1-128/522,====...........,0/0,24.52,98.438,vfdb,NP_880893
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_63875,133,325,bcrH2,270-462/462,........=======,0/0,41.77,97.409,vfdb,NP_880894
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_64333,51,304,tsr,949-1202/2022,......==/=.....,4/8,12.36,77.519,vfdb,YP_109900
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_6482,651,830,tlpA,1657-1836/2028,............==.,0/0,8.88,78.333,vfdb,NP_206899
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_65090,75,215,tlpC,1645-1785/2022,............==.,0/0,6.97,76.596,vfdb,NP_206882
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_65471,485,661,tlpC,1642-1818/2022,............==.,0/0,8.75,79.096,vfdb,NP_206882
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_65753,1,472,fliI,797-1256/1572,.......=/====..,2/12,29.26,81.144,vfdb,YP_106855
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_67375,5765,5947,pvdM,1116-1298/1347,............===,0/0,13.59,75.410,vfdb,NP_251083
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_67421,1,436,fhaC,263-698/1755,..====.........,0/0,24.84,97.936,vfdb,NP_880575
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_6749,1,428,fss2,1512-1936/4956,....==../......,4/7,8.54,78.140,vfdb,NP_816151
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_6917,5002,5207,fleQ,587-791/1473,.....===/......,4/7,13.71,75.120,vfdb,NP_249788
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_70610,64,203,cyaB,421-560/2139,..==...........,0/0,6.55,78.571,vfdb,NP_879579
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_70845,8,240,algA,1171-1403/1446,............===,0/0,16.11,79.399,vfdb,NP_252241
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_71375,1,554,EF3023,784-1337/4119,..===..........,0/0,13.45,99.097,vfdb,NP_816637
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_71613,1,419,ebpA,2000-2418/3312,.........==....,0/0,12.65,99.045,vfdb,NP_814821
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_72539,20,788,icl,444-1209/1287,....====/======,8/13,59.13,75.840,vfdb,YP_177728
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_72944,1,345,ptxD,115-459/459,...============,0/0,75.16,97.101,vfdb,NP_882284
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_72944,319,719,ptxE,2-402/402,===============,0/0,99.75,95.761,vfdb,NP_882285
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_72944,802,1305,ptxC,1-504/684,============...,0/0,73.68,92.063,vfdb,NP_882286
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_73681,1,736,efaA,1-736/927,============...,0/0,79.40,99.728,vfdb,NP_815739
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_7433,3,121,pvdI,2548-2663/15450,..=...../......,2/3,0.75,79.832,vfdb,NP_251092
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_74937,1,301,bapC,2403-2703/2982,............==.,0/0,10.09,98.339,vfdb,
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_76159,1253,1600,fsrA,1-348/732,========.......,0/0,47.54,99.138,vfdb,NP_815519
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_76204,6754,6866,tlpA,1669-1781/2028,............==.,0/0,5.57,81.416,vfdb,NP_206899
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_76926,280,616,dnt,1-337/4395,==.............,0/0,7.67,99.703,vfdb,NP_881965
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_77194,78,480,cyaA,1-403/5121,==.............,0/0,7.87,100.000,vfdb,NP_879578
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_77531,75,638,ptxB,118-681/681,..=============,0/0,82.82,97.518,vfdb,NP_882283
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_77595,4512,4730,acpXL,1-219/237,==============.,0/0,92.41,75.799,vfdb,NP_540392
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_78529,3,244,fliC,166-407/1146,..====.........,0/0,21.12,76.860,vfdb,YP_001006728
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_78882,275,379,hbhA,475-586/600,......../...===,3/7,17.50,80.357,vfdb,NP_214989
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_80522,1,58,bscS,210-267/267,...........====,0/0,21.72,100.000,vfdb,NP_880883
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_80522,70,411,bscT,1-342/801,=======........,0/0,42.70,99.415,vfdb,NP_880882
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_81591,1,73,ace,1-73/2025,=..............,0/0,3.60,100.000,vfdb,NP_814829
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_8329,1,411,fhaB,4875-5285/10773,......==.......,0/0,3.82,97.810,vfdb,NP_880571
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_83657,1,616,cyaB,360-975/2139,..=====........,0/0,28.80,98.052,vfdb,NP_879579
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_84658,1,152,ptlG,974-1125/1125,............===,0/0,13.51,100.000,vfdb,NP_882294
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_84658,145,311,ptlH,1-167/1020,===............,0/0,16.37,100.000,vfdb,NP_882295
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_84831,718,1533,cpsA,1-816/816,===============,0/0,100.00,99.755,vfdb,NP_816141
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_84831,1530,2330,cpsB,1-801/801,===============,0/0,100.00,99.001,vfdb,NP_816140
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_85785,807,1175,cheY,1-369/390,========/======,2/2,94.36,76.486,vfdb,YP_001006774
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_86207,358,503,tlpC,1660-1805/2022,............==.,0/0,7.22,80.137,vfdb,NP_206882
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_86422,416,555,cheV3,602-741/1302,......===......,0/0,10.75,75.714,vfdb,NP_207394
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_88007,2819,2960,algW,640-781/1170,.......=/==....,2/4,11.97,76.389,vfdb,NP_253136
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_88290,902,964,EF3023,1-63/4119,=..............,0/0,1.53,100.000,vfdb,NP_816637
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_88493,181,329,fliN,332-480/498,..........=====,0/0,29.92,85.235,vfdb,YP_106653
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_89905,1,351,bscC,1453-1803/1803,............===,0/0,19.47,98.291,vfdb,NP_880879
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_90459,62,251,tssH-5/clpV,2181-2370/3039,..........==...,0/0,6.25,75.263,vfdb,YP_111509
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_90813,1,661,EF3023,91-751/4119,===............,0/0,16.05,99.697,vfdb,NP_816637
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_91504,1958,2102,algW,641-785/1170,........===....,0/0,12.39,76.552,vfdb,NP_253136
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_91793,1,462,gelE,1072-1533/1533,..........=====,0/0,30.14,99.351,vfdb,NP_815516
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_91793,511,713,sprE,1-203/855,====...........,0/0,23.74,99.015,vfdb,NP_815515
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_92259,529,663,flaA,384-518/1533,...===.........,0/0,8.81,77.778,vfdb,NP_207396
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_92758,26,175,pilJ,1491-1640/2049,..........===..,0/0,7.32,76.000,vfdb,NP_249102
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_9284,2,111,bopD,1-110/1011,==.............,0/0,10.88,100.000,vfdb,NP_814691
